3,978,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,977,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,976,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,975,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,974,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,973,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,972,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,971,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,970,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,969,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,968,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,967,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,966,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,965,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,964,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,963,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,962,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,961,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,960,0,0,0,0,-1,-1,-1,-1,2,2,2,2
3,959,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,958,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,957,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,956,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,955,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,954,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,953,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,952,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,951,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,950,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,949,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,948,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,947,0,0,0,0,-1,-1,-1,-1,1,1,1,1
3,946,0,0,0,0,-1,-1,-1,-1,1,1,1,1
